5079121781,632637
3264628956,235522
2861454060,080223
9602304745,778374
9548811896,676541
0773811259,684917
4044809436,124338
6656377220,397192
6162515722,737150
3668907693,879932
9193798256,894170
7733631274,691730
6912051050,050290
9026090132,537998
0159797057,345976
3014504199,205629
1678375058,822154
3073847346,941136
5947310664,792283
8503284460,598876
6098492584,891632
2852557635,040067
2468879143,613427
3434827269,349874
1755480578,744531
8189043272,298574
2179965079,626411
8338823789,959351
4938229419,555889
9202255046,520470
1615607887,575239
6124775015,717471
2378664631,498580
4157693640,913349
3677793449,076664
2496152041,987971
3608611110,346747
5124930142,029539
5931625161,300933
9958079592,697918
2737624158,071953
2340647837,938092
4834624293,564250
9673852391,298462
2240216822,379306
8994172299,512083
8535664013,996644
0922658055,911756
5107968919,951208
9000392894,332862
5641809937,154281
8488054190,321447
1947749983,674231
1294343979,014878
3218300779,926775
2545838135,896076
3822974216,085196
0590997778,653219
5351371981,144207
4979639027,240959
8642094231,706422
4361456321,239559
2167689567,173127
2863599688,406349
8717333339,530845
2342345849,844557
2187909615,589454
9661347779,229961
0911958898,212507
4152346259,158588
9340423072,145493
6163847005,739057
0045625737,296383
0829972764,040864
6349495183,774526
8782174047,439268
8464441158,591545
1762305899,396306
0710496995,167104
0261782977,659621
4380872562,784114
8705845093,348929
6550170927,833799
7274872630,714096
2637162713,794711
6451845368,714162
6996127120,397192
9912573010,050677
3083729517,743084
0296141545,514598
7016941265,948574
1900103949,442185
4098316021,742569
8458513375,237217
1804418689,088573
5736341065,888705
0873147018,491468
0379351653,455137
0584383234,946835
1805979286,047674
4194365656,030267
9462300051,367956
0749051995,236207
8343077988,959190
7609890230,342764
2823864160,249254
3250278925,160238
3000336119,922953
9431902644,762793
9006480171,513933
7868942265,354864
8738044107,085405
7400453596,617158
1072120950,265754
4086862888,202661
3933914266,017370
4352829519,920148
3934831526,556983
0428867689,288352
3211862103,090406
2752095584,246770
6838950386,448476
8004487106,284060
7557573482,934172
6688554338,523879
4352125935,825823
1113695522,256837
6404327537,843044
8923003197,258538
3895280643,609357
5174610808,412523
3043104478,225060
8363067600,544429
0623765147,587463
1464999359,939924
8776753497,454261
9028878471,292923
1751862030,942052
6689505293,915342
8261495706,328396
4921604702,785688
3152190507,326110
7644655698,240425
1976083675,350346
6749644019,982077
9701405001,732196
4430099351,675263
1461203703,619553
8314796201,837528
9484874855,940976
9306092432,180207
3829826326,158858
2126729510,196584
8591282892,705509
6814539019,338520
1749401884,438111
5279727141,922508
4091171751,513933
1624038618,032876
0618209804,090459
3981382223,927852
6353510621,623545
5378115281,547688
0557205750,607758
7011345311,845248
8991358276,717471
2774321505,700093
2856948692,965916
7808936139,591080
6933599310,508300
4042732282,548084
3309563058,987886
4996116281,484392
2977147676,722879
4013356339,874563
8215087891,877367
6610271276,314340
6434949208,855704
9768137110,225745
8454553400,361606
2813517427,657845
1794210013,990610
7002088765,860684
0217030007,389746
5232675392,813997
1928825442,560800
7428720243,068729
3809758978,733980
3342183740,600125
1444154919,235148
6386691432,442958
1177873903,894832
7550109397,493105
3845249058,179389
1848308160,065300
7752763478,416511
2404498242,971478
9849618247,774418
4312150996,869992
2587579573,964403
4144324084,492919
9864556269,088853
9345055367,862088
0186329172,595244
9878324506,697073
5184560228,735264
8085052095,810725
0060539559,588382
2439262394,878093
1896446711,309704
