5079121781,4213
3264628956,0988
2861454060,8733
9602304745,9441
9548811896,1274
0773811259,0145
4044809436,6687
6656377220,4711
6162515722,9976
3668907693,7902
9193798256,9026
7733631274,2890
6912051050,7815
9026090132,5151
0159797057,8616
3014504199,9065
1678375058,5103
3073847346,8272
5947310664,7720
8503284460,8100
6098492584,8607
2852557635,9257
2468879143,4102
3434827269,6675
1755480578,8481
8189043272,4308
2179965079,1865
8338823789,7214
4938229419,2264
9202255046,8981
1615607887,5447
6124775015,5895
2378664631,6590
4157693640,7650
3677793449,2478
2496152041,7269
3608611110,0476
5124930142,4361
5931625161,1999
9958079592,0256
2737624158,8678
2340647837,6619
4834624293,0441
9673852391,2952
2240216822,0420
8994172299,3066
8535664013,0673
0922658055,2585
5107968919,3497
9000392894,4680
5641809937,1573
8488054190,8734
1947749983,1242
1294343979,9792
3218300779,4663
2545838135,8208
3822974216,5380
0590997778,6312
5351371981,6186
4979639027,5521
8642094231,6159
4361456321,7258
2167689567,3840
2863599688,8607
8717333339,0023
2342345849,8660
2187909615,8986
9661347779,2882
0911958898,1860
4152346259,8719
9340423072,0694
6163847005,3820
0045625737,1582
0829972764,0829
6349495183,5103
8782174047,2850
8464441158,0754
1762305899,8554
0710496995,0145
0261782977,3218
4380872562,0232
8705845093,9003
6550170927,3525
7274872630,6201
2637162713,3764
6451845368,0050
6996127120,2777
9912573010,2610
3083729517,3853
0296141545,7933
7016941265,2372
1900103949,4185
4098316021,8754
8458513375,1741
1804418689,4540
5736341065,8870
0873147018,1944
0379351653,7283
0584383234,0629
1805979286,5134
4194365656,7261
9462300051,7296
0749051995,3840
8343077988,0014
7609890230,4263
2823864160,0524
3250278925,5566
3000336119,9669
9431902644,4057
9006480171,6729
7868942265,8697
8738044107,6761
7400453596,7039
1072120950,0032
4086862888,1109
3933914266,3985
4352829519,1944
3934831526,9510
0428867689,0524
3211862103,0936
2752095584,4650
6838950386,2626
8004487106,3671
7557573482,6312
6688554338,8708
4352125935,0679
1113695522,3265
6404327537,6303
8923003197,0762
3895280643,1435
5174610808,8657
3043104478,4747
8363067600,3453
0623765147,0762
1464999359,1050
8776753497,6779
9028878471,5315
1751862030,4218
6689505293,3254
8261495706,1519
4921604702,8458
3152190507,5315
7644655698,9279
1976083675,3936
6749644019,7494
9701405001,7424
4430099351,4933
1461203703,3974
8314796201,8391
9484874855,5212
9306092432,7314
3829826326,1389
2126729510,0065
8591282892,0130
6814539019,0238
1749401884,1080
5279727141,2752
4091171751,8908
1624038618,3751
0618209804,2355
3981382223,7544
6353510621,0536
5378115281,8515
0557205750,3027
7011345311,2600
8991358276,4956
2774321505,9464
2856948692,2164
7808936139,0476
6933599310,9274
4042732282,4464
3309563058,3991
4996116281,4650
2977147676,5114
4013356339,5126
8215087891,4361
6610271276,0662
6434949208,9272
9768137110,6207
8454553400,3784
2813517427,6520
1794210013,5433
7002088765,0932
0217030007,8153
5232675392,1865
1928825442,5604
7428720243,3447
3809758978,3667
3342183740,7494
1444154919,6317
6386691432,5958
1177873903,6770
7550109397,2183
3845249058,1827
1848308160,5021
7752763478,7514
2404498242,8208
9849618247,0329
4312150996,5167
2587579573,8722
4144324084,7452
9864556269,6276
9345055367,9238
0186329172,4387
9878324506,5186
5184560228,3693
8085052095,4026
0060539559,5674
2439262394,8932
1896446711,1312
9112653592,4879
7034748137,6366
2447362890,6374
7271649523,0722
4842710609,3273
4922013828,0637
0332087699,2336
9939353758,7025
9523430214,0023
1936380142,4308
5215476522,6177
6558594445,1725
4462026896,2656
1648869377,0451
4503733207,4278
6146997734,8734
8552920309,7327
2364801542,5689
6638607721,0413
6858128933,6109
3426775906,4894
4055286804,7642
7845450953,1582
